ext_gene,value
CG7101,1255
CG7102,1913.606619
CG7110,2781.244718
CG7115,2214.178792
CG7120,2507.739357
CG7126,416
CG7130,502
CG7131,1841
CG7133,1257
CG7135,1319
CG7137,1071
CG7139,3442
CG7140,1897
CG7142,1143
CG7148,1395
CG7149,1787.428426
CG7154,2635
CG7156,2420
CG7164,827
CG7166,2954.652411
CG7168,835
CG7173,2240
CG7179,2027
CG7182,1608.961748
CG7183,1951.161586
CG7185,2559.35135
CG7191,1425.045679
CG7192,1877.092489
CG7194,1166
CG7200,1345.257856
CG7201,1445.119334
CG7202,787
CG7203,515.432429
CG7206,1418.09973
CG7208,1369.030132
CG7213,1425
CG7214,842
CG7215,1233.099565
CG7218,2310.404662
CG7220,1310.130341
CG7222,1315.41596
CG7227,2005.739962
CG7231,1095.219257
CG7236,1295.443209
CG7239,1553
CG7246,1844
CG7248,2412
CG7251,1010
CG7252,1315
CG7255,2776.584904
CG7264,1257.881712
CG7265,1311
CG7271,1208
CG7272,992
CG7275,1296
CG7276,421
CG7277,1405
CG7280,1916
CG7289,1931
CG7290,1159
CG7294,339
CG7295,972.3033663
CG7296,505.1299293
CG7298,1124
CG7299,497.0172557
CG7300,2703.400041
CG7304,1493
CG7309,1894
CG7311,2095.000211
CG7320,1824
CG7322,732.5820449
CG7324,4068.502751
CG7326,2252.263079
CG7328,1199
CG7329,1518
CG7330,802.5573268
CG7332,2536.982849
CG7333,1499
CG7335,1038
CG7337,6272.676362
CG7339,831.6151666
CG7341,1237
CG7342,1940.583333
CG7352,1323.318186
CG7357,1446
CG7358,3794.707174
CG7362,2455
CG7365,1469.957006
CG7366,1141
CG7367,1240.832223
CG7368,2459
CG7369,3591
CG7370,1211
CG7372,3973
CG7376,3923.413821
CG7377,86.0009
CG7378,1699.133778
CG7379,1588
CG7381,2702.465895
CG7382,689
CG7384,2062
CG7386,2048
CG7387,1309
CG7394,465.3051529
CG7402,1695
CG7406,613
CG7407,850
CG7408,2571.774226
CG7409,561
CG7414,2161.652336
CG7420,1333.53069
CG7423,483
CG7427,1166.614326
CG7430,1758.152611
CG7432,2722
CG7433,1521.355827
CG7442,1886
CG7443,411.6965978
CG7453,1653
CG7456,2467
CG7457,6136
CG7458,1967
CG7460,1641.097687
CG7461,1860.423322
CG7465,927
CG7466,9731.11727
CG7470,2725.438471
CG7484,458
CG7488,1050
CG7492,2475
CG7497,1608.185466
CG7504,5195.713892
CG7506,594
CG7509,1759
CG7510,3712.666025
CG7512,1759
CG7514,989
CG7518,7702.765192
CG7519,511
CG7523,935
CG7530,1477.05247
CG7536,3183.450951
CG7542,664.2994749
CG7544,1391.256247
CG7546,4620.873825
CG7548,479
CG7550,721
CG7551,937
CG7556,1891.086473
CG7557,1100
CG7560,908
CG7564,3893.258768
CG7565,3523
CG7567,571
CG7568,1832
CG7573,1324
CG7579,1482
CG7582,901.068237
CG7587,351
CG7589,1920.866375
CG7593,537
CG7600,3056
CG7601,1051
CG7606,1664
CG7607,469
CG7609,2502.612253
CG7611,3089.959443
CG7616,1889.292163
CG7627,4342.006205
CG7630,218
CG7631,614
CG7632,1241.921186
CG7634,1693
CG7637,117
CG7638,1692
CG7639,1635
CG7646,785.3327702
CG7650,1481
CG7653,2702
CG7655,847
CG7656,1215.78649
CG7668,1359.746692
CG7675,939.4950745
CG7685,737.8941006
CG7691,1088
CG7692,4488.544811
CG7694,744.7067009
CG7695,494
CG7702,2119.319545
CG7705,2138.824191
CG7706,2195
CG7707,939
CG7708,4357.765219
CG7714,754
CG7715,624
CG7716,2192
CG7718,1722
CG7720,2290.829082
CG7724,1219
CG7728,3476
CG7730,1924
CG7737,2119.764392
CG7739,2082
CG7741,1551.764367
CG7742,1289.11976
CG7744,2386
CG7745,1694
CG7747,1497
CG7755,1118
CG7763,592.6149993
CG7766,4572.53023
CG7768,483.1395914
CG7770,478.4739303
CG7772,644
CG7777,1088.210874
CG7778,1087.759744
CG7781,1654.2606
CG7785,1548
CG7786,380
CG7787,689
CG7789,931
CG7791,2027
CG7794,1350
CG7798,317
CG7800,1579
CG7804,1553
CG7806,4773
CG7810,1121
CG7813,2176
CG7818,1208
CG7824,1029.549628
CG7829,777
CG7834,847.428641
CG7837,2959
CG7839,3515
CG7840,957
CG7841,1369.093512
CG7845,1238.89723
CG7848,1904
CG7849,876
CG7852,5248.233518
CG7856,2003
CG7857,1035
CG7860,1038.344032
CG7872,1454
CG7878,2176
CG7879,3580.890429
CG7881,1929.67401
CG7882,1793.972181
CG7884,3596.231995
CG7886,3237
CG7888,1737.918598
CG7889,1269
CG7896,4756
CG7900,1680
CG7903,1315.109708
CG7906,1034
CG7907,2417
CG7910,1726.541449
CG7912,1793
CG7914,1031
CG7916,724
CG7920,1642.068807
CG7924,880
CG7927,2260.591495
CG7943,1508.213609
CG7945,1200.29748
CG7946,1706.879487
CG7950,975.4127723
CG7953,893.3230913
CG7956,3702.288217
CG7963,870
CG7966,1358
CG7967,1058
CG7968,668
CG7970,739.819738
CG7971,3488.404037
CG7974,1074.065269
CG7979,1894
CG7985,2395.701212
CG7987,4111.458449
CG7988,686
CG7990,2880
CG7991,3584.554485
CG7992,1494
CG7997,1518.998454
CG8001,2338.270293
CG8003,1244.893413
CG8004,1043
CG8005,1026.755226
CG8006,1534
CG8008,2498.047526
CG8009,614.2206132
CG8010,1434
CG8012,564.7416185
CG8026,1611.331387
CG8027,2398
CG8028,1647.864996
CG8031,1119
CG8032,2240.698313
CG8034,3919.090077
CG8036,2079.757981
CG8038,647
CG8042,1974
CG8043,1055
CG8046,1837.280373
CG8051,2304.240092
CG8060,3818
CG8064,2702
CG8065,861.3833999
CG8066,564.2248891
CG8067,980.0735288
CG8072,910
CG8078,1288
CG8079,2020.727598
CG8080,1543.039274
CG8083,1883.275479
CG8086,3745.060029
CG8087,284
CG8089,1801
CG8093,1172.766445
CG8097,1670.224716
CG8100,1881.979347
CG8105,1370
CG8108,2954.935259
CG8111,1141
CG8112,1738.197621
CG8116,2153.035999
CG8117,571
CG8119,536
CG8128,1351.345757
CG8129,1429.901896
CG8132,870
CG8134,1264.746069
CG8135,2568
CG8136,1414.15862
CG8138,596
CG8141,663
CG8142,1025
CG8149,957
CG8152,1005
CG8155,4012
CG8157,265.8416838
CG8159,1129
CG8160,873
CG8170,3515.400991
CG8172,1898
CG8173,1444
CG8176,4301.539913
CG8177,4948.770377
CG8180,2360.454413
CG8184,16379.24493
CG8187,1499
CG8188,2150.799475
CG8191,1287
CG8192,1556
CG8195,2081
CG8197,1089
CG8199,1551
CG8202,2893
CG8204,331.4798064
CG8206,877.845656
CG8207,1363
CG8209,1096
CG8213,5972
CG8216,1004
CG8219,2606
CG8223,1801.701279
CG8229,1301.54469
CG8230,2582
CG8236,1363
CG8237,1021
CG8239,1417.346284
CG8243,2211
CG8245,1117
CG8248,1170.277749
CG8249,2015.139393
CG8252,719
CG8258,1705
CG8260,1124.791667
CG8270,1971
CG8272,2605
CG8273,2774.379188
CG8281,1102
CG8289,1570.856612
CG8292,906
CG8297,858
CG8298,2032.779682
CG8299,675
CG8300,861
CG8301,2895
CG8303,1997.883153
CG8306,2012
CG8311,1698
CG8312,3491.705424
CG8314,1081
CG8319,1096
CG8320,782
CG8321,887.6591775
CG8323,1261
CG8326,1061
CG8329,711
CG8331,618.4553564
CG8335,849
CG8336,1208.730491
CG8343,432
CG8349,729
CG8353,683.1859684
CG8358,1998
CG8360,525.0757968
CG8366,1273
CG8368,2314.85286
CG8369,247.8875107
CG8370,4884.048831
CG8372,616.8446417
CG8379,2249.961426
CG8386,457
CG8388,1666
CG8389,1685.048035
CG8397,722
CG8398,2417.981687
CG8399,2118.848258
CG8401,854
CG8405,4134.153328
CG8407,418.445472
CG8412,2328
CG8414,2934
CG8417,1211
CG8419,3041
CG8420,1701.380756
CG8435,949
CG8441,664.8823519
CG8460,1169
CG8461,684
CG8468,3296.07806
CG8475,3671.289675
CG8476,736
CG8478,1978.990802
CG8481,1239.880373
CG8483,1670
CG8485,2902.856278
CG8490,630.9390116
CG8492,4189
CG8498,305.8058354
CG8500,3207.625028
CG8501,477.8280054
CG8507,1185
CG8508,772
CG8509,1194
CG8516,3316
CG8517,533
CG8519,955.7819754
CG8520,1555.411362
CG8525,1108.169963
CG8526,1867.662061
CG8531,1802
CG8534,791
CG8539,1187.541373
CG8541,757
CG8543,602
CG8545,2750
CG8547,2475.254969
CG8549,719.4256768
CG8550,1908
CG8560,1159.354822
CG8562,1284
CG8563,1665.820333
CG8564,1453
CG8565,2447
CG8568,2448
CG8569,2135
CG8578,1428.173308
CG8584,904
CG8586,1426.131303
CG8596,1711.601282
CG8602,2310.106633
CG8607,809
CG8611,3614.65867
CG8613,2785
CG8617,1129
CG8620,550.7698569
CG8628,218.4037957
CG8629,153
CG8630,1974
CG8635,1277.960902
CG8641,2772.269179
CG8642,1604
CG8646,1564
CG8654,2227.493678
CG8661,478
CG8664,513
CG8665,3425
CG8668,2691.973254
CG8671,3150.255954
CG8673,1205
CG8675,872
CG8677,8665.91456
CG8679,2342
CG8701,871
CG8708,1491.21493
CG8712,1366.197998
CG8713,1779
CG8726,3149.253073
CG8728,1736
CG8735,1265.813976
CG8736,565
CG8738,1430
CG8740,4397.044707
CG8745,2230
CG8746,942
CG8750,347.5
CG8757,1679
CG8765,2873.111402
CG8768,1011
CG8771,5580.425026
CG8773,2946
CG8774,2769.102279
CG8777,3592
CG8778,925
CG8785,1816.026098
CG8786,2705.44917
CG8788,1144.842256
CG8800,560
CG8813,799
CG8814,1586
CG8818,1336
CG8833,2803
CG8834,1633
CG8837,1636.709825
CG8838,774
CG8839,1900.02448
CG8840,441
CG8841,3302.893172
CG8850,1908.473335
CG8851,2076
CG8852,2199
CG8854,1436.036272
CG8858,5697
CG8860,221
CG8861,2093.859466
CG8866,1696.400761
CG8870,1336
CG8878,3726.41603
CG8888,1509
CG8891,570
CG8892,1620.067731
CG8907,2163.599193
CG8908,4903
CG8909,6944.011579
CG8910,3207
CG8915,3683.909537
CG8916,1660
CG8918,1431
CG8924,2376
CG8925,2022.858504
CG8927,1193
CG8929,2336.454193
CG8931,1255
CG8939,2423
CG8944,4151
CG8945,4157
CG8949,4473.758106
CG8950,2764.040201
CG8952,703
CG8958,1807
CG8960,559.8143953
CG8963,2484.63476
CG8974,1182.318713
CG8993,417
CG8997,724.2486016
CG9003,2842.287291
CG9004,2509
CG9005,5731.698466
CG9008,1848.055651
CG9010,1054
CG9014,1169.002591
CG9016,525
CG9018,1170.183098
CG9021,1031.142629
CG9029,344
CG9030,616
CG9034,219.8238348
CG9040,550
CG9044,4202.663982
CG9062,2799.7823
CG9065,322
CG9067,349
CG9068,3485
CG9072,386
CG9083,966
CG9084,742.0508442
CG9090,1185.571702
CG9095,4592.084993
CG9098,3164.173579
CG9101,841
CG9106,1041
CG9107,865.8089739
CG9109,1610.000001
CG9114,2116
CG9117,707
CG9119,1013
CG9121,2021.267574
CG9123,1393
CG9125,1130
CG9129,884
CG9130,2873.5
CG9132,1885.328097
CG9133,1337
CG9134,1524.984814
CG9135,1972.892673
CG9143,2509
CG9147,1165.158933
CG9149,1240
CG9150,671
CG9154,573.7193147
CG9164,1896.734224
CG9168,1753
CG9170,4072.668972
CG9171,3774.064895
CG9173,2074
CG9175,1878.475795
CG9184,713.7054988
CG9186,1236.836214
CG9192,988
CG9194,2775
CG9205,769.6118994
CG9213,2015.840725
CG9215,1746
CG9220,3642.15488
CG9222,1091
CG9231,644.2740168
CG9235,899
CG9240,708.8329338
CG9246,2192
CG9248,1694.65096
CG9249,798.0819759
CG9253,1470
CG9254,1485
CG9257,1380
CG9259,1228.69853
CG9263,552
CG9265,1848.318722
CG9267,1136
CG9269,377
CG9270,3944
CG9272,1158
CG9279,4506.321287
CG9281,2754.246109
CG9286,800
CG9287,1780
CG9288,918
CG9289,1930
CG9293,813.1998911
CG9294,916
CG9297,3843.189918
CG9300,1957
CG9302,1773
CG9304,2528.274843
CG9305,2094.03542
CG9308,624
CG9312,608
CG9313,2681.546075
CG9314,1656.914714
CG9316,1971
CG9319,1084.266695
CG9323,2828.884897
CG9328,1368.257935
CG9330,2185
CG9331,1068.504981
CG9336,478.8239507
CG9338,514.0614404
CG9344,275
CG9346,2799
CG9356,1338.891447
CG9360,836
CG9368,1654.295715
CG9372,1494
CG9376,836
CG9377,992
CG9380,2781.165748
CG9384,4255.269575
CG9386,1453
CG9389,1844
CG9391,916.4759487
CG9393,1283.085721
CG9394,2057.624125
CG9395,3712.889801
CG9396,482
CG9399,865.6129369
CG9400,957
CG9406,533
CG9410,673.6429639
CG9411,3485
CG9413,3200.321396
CG9416,2849.789343
CG9422,776.2332484
CG9425,7819.543288
CG9426,2985
CG9427,641.9615308
CG9436,1104
CG9444,1794.68712
CG9445,783
CG9447,1999
CG9449,1330.222197
CG9451,1249.29016
CG9452,1453
CG9458,701
CG9459,702
CG9467,2981
CG9471,749.8336779
CG9483,721
CG9485,4742.531311
CG9492,14275.14452
CG9497,1561.917842
CG9498,1315
CG9500,949
CG9503,2325
CG9505,2110
CG9507,1955
CG9509,2283.74975
CG9510,1445.391695
CG9512,1969.820449
CG9514,2900
CG9515,709.7875823
CG9518,3480
CG9519,1835
CG9521,2066
CG9522,1992
CG9525,2310.984817
CG9527,2128.364267
CG9531,1066.154464
CG9536,1737.1118
CG9541,2106.45799
CG9547,1242
CG9548,284
CG9550,1099
CG9555,1065.004281
CG9568,445
CG9570,1027
CG9572,1464.312814
CG9577,932
CG9578,895
CG9581,1684
CG9582,936
CG9586,737.1767892
CG9588,1027
CG9589,775
CG9590,1379
CG9592,452
CG9593,1071
CG9596,1374.091041
CG9601,1657
CG9609,1635
CG9616,351
CG9624,929
CG9626,5288.830772
CG9628,898.5100986
CG9629,1854
CG9630,1755
CG9631,1250
CG9632,1016.508035
CG9636,2538.366307
CG9641,1651.916824
CG9643,604.692136
CG9646,2944.184942
CG9649,1514
CG9650,5613.933603
CG9657,1883.648452
CG9662,635.1784574
CG9663,2863
CG9664,2501.304104
CG9666,1111.705039
CG9667,677.2661539
CG9669,165.4539282
CG9672,614
CG9673,710.9680482
CG9674,7076.360464
CG9676,765
CG9682,1295.712313
CG9684,1947
CG9686,467
CG9689,717.818426
CG9691,370.0184284
CG9692,1190.077605
CG9698,1553
CG9701,1806
CG9702,1963.520261
CG9705,1195.908025
CG9706,1794.731206
CG9715,5255
CG9717,2480
CG9722,746
CG9723,1530
CG9727,6099.061969
CG9733,1265.174021
CG9737,1436
CG9743,1534
CG9747,2031.559076
CG9752,932
CG9757,652
CG9759,1026.272903
CG9760,1840
CG9766,1303
CG9769,1102
CG9773,822
CG9775,1913.168053
CG9776,3037.356081
CG9777,1300
CG9780,1983
CG9782,1207
CG9784,1920.838587
CG9795,2436.793082
CG9799,2740
CG9801,3223.167302
CG9804,775.9173678
CG9806,2715
CG9812,1100.791537
CG9813,2388.753706
CG9815,872.7146704
CG9821,4350.907531
CG9822,684
CG9825,1344
CG9826,1633.413018
CG9837,808.6136649
CG9839,1904.681103
CG9849,743.1131405
CG9850,4620.357373
CG9853,1182.424193
CG9855,1499.761666
CG9861,2649
CG9863,935
CG9864,1466.191581
CG9865,2063.796315
CG9870,1294
CG9875,503
CG9876,1185
CG9877,189
CG9879,948
CG9886,1879.778657
CG9890,1261
CG9896,1844
CG9897,711.4512351
CG9899,2789
CG9902,4164.513359
CG9903,1429
CG9911,1281.952318
CG9914,1024.584169
CG9915,2556.976334
CG9917,1600.847658
CG9919,1445.482569
CG9920,515
CG9921,524.4156454
CG9922,460.0512894
CG9925,2994
CG9926,759.0620023
CG9928,225.5106622
CG9932,8216.911784
CG9934,4285.254601
CG9940,4149.260337
CG9941,2914
CG9945,1746.192075
CG9947,1400.657463
CG9948,807.8156507
CG9951,1627
CG9953,1615
CG9960,1052
CG9961,1231.828481
CG9962,945
CG9967,1546.159963
CG9970,1432
CG9977,2821
CG9981,3608.327639
CG9986,1980
CG9988,2075
CG9990,3207.454245
CG9992,1285.961889
CG9993,1603
CG9997,831
chas,5119.542017
ChAT,3660.12719
chb,5522.510679
Chc,5490.184231
Chd1,6218.165411
Chd3,2867
Chd64,1221.338774
Che-13,1285
CheA29a,487
CheA46a,335
CheA56a,344
CheA75a,500
CheA7a,522
CheA84a,383
CheA86a,627
CheA87a,444
CheB38a,396
CheB38b,496
CheB38c,460
CheB42a,494
CheB42b,475
CheB42c,1450
CheB53a,482
CheB53b,416
CheB74a,410
CheB93a,552
CheB93b,481
CheB98a,487
cher,4360.512373
CHES-1-like,6221.378692
Chi,1956.817735
chic,936.9441486
chico,3008.402875
chif,6168.662968
chinmo,10869.55467
CHKov1,1264
CHKov2,1251
ChLD3,2066
chm,2623.780015
Chmp1,774.928627
CHMP2B,656
chn,4926.088686
CHOp24,923.3102737
CHORD,1042
chp,4645.370846
Chrac-14,393
Chrac-16,514.6429105
chrb,5612.109291
Chro,3671.679161
Cht11,1377
Cht12,1449
Cht2,1598.4228
Cht3,6905.941079
Cht4,1274
Cht5,1923
Cht6,6696.865964
Cht7,3754
Cht8,1249
Cht9,962
ci,4740.07198
CIA30,849
Ciao1,987
CIAPIN1,2159
cib,818.492918
Cib2,748
cic,7405.264197
cid,816
cin,1887.454533
cindr,2907.995388
Cip4,3137.675619
Cirl,6081.936325
Cisd2,476
ck,7069.663011
Cka,4195.130101
ckd,1036.819403
CkIalpha,2437.854534
CkIIalpha,1330.132974
CkIIalpha-i1,1386
CkIIalpha-i3,1111.342612
CkIIbeta,1543.014183
CkIIbeta2,713
ckn,3838.275266
Cks30A,948
Cks85A,883.2897224
cl,441.346693
Clamp,2465.232821
Claspin,4512.346466
Clbn,3070.55502
Clc,914.7286342
ClC-a,3793.997874
ClC-b,2448
ClC-c,3393.932109
Clect27,1090.008744
Clic,1428.892324
CLIP-190,2214.875983
Clk,3888.351111
cln3,1370.970572
clos,5422
Clp,1047
CLS,1143.805304
clt,1645
clu,5686.055165
clumsy,3146.699052
cm,1320.019263
cmb,3531.413876
cmet,6733.118403
cmpy,1583.749053
cn,1591
cN-IIIB,1331
Cnb,2076.619177
cnc,4268.552111
CngA,3308.875642
CngB,3063.019735
Cngl,10773.9888
cni,670.4163868
cnir,672
cnk,5253.908677
CNMa,1429.077986
CNMaR,2505
cnn,4175.962293
cno,6876.055255
Cnot4,3447.390386
CNT1,2620
Cnx14D,2250
Cnx99A,2417.412489
Cog3,2774
Cog7,2141
coil,1838.224154
cola,1875
cold,886.3602268
colt,1268.69482
comm,1557.803894
comm2,1317
comm3,1677.406201
comr,1791
comt,2879.744063
Con,4735.014622
cona,658
Cont,4543
conu,1970.096197
conv,3583.157479
Coop,1305.590524
Coprox,1215.910611
Coq2,1444
COQ7,700
cora,5512.099233
CoRest,2595.326493
Corin,7753.683415
corn,4211.643349
coro,2560.1041
corolla,1780.346207
Corp,964.6386132
cort,1430.582195
Cortactin,2216.622705
corto,3836.840387
cos,4503.311858
Cow,4078.026961
COX4,573.2555673
COX4L,468.9361705
COX5A,443.8039917
COX5B,410.8685993
COX5BL,448
COX6AL,341
COX6B,450.4340862
COX7A,420.240376
COX7AL,388
COX7C,261.1863573
COX8,240.7620671
Cp1,1287.907507
Cp110,2449.154425
Cp15,316
Cp16,323
Cp18,450
Cp19,452
Cp190,3928.181308
Cp36,917
Cp38,1033.793949
Cp7Fa,834
Cp7Fb,1129.720227
Cp7Fc,933
cpa,1719
cpb,1447.490013
Cpn,2606.737229
cpo,7989.265151
Cpr,2360.927404
Cpr100A,1179
Cpr11A,1127
Cpr11B,614.4954845
Cpr12A,659
Cpr23B,867
Cpr30B,512
Cpr30F,628
Cpr31A,1030
Cpr35B,614
Cpr47Ea,630
Cpr47Eb,618
Cpr47Ec,545
Cpr47Ed,435
Cpr47Ee,1187
Cpr47Ef,1971.5
Cpr47Eg,222
Cpr49Aa,385
Cpr49Ab,653
Cpr49Ac,1121.441939
Cpr49Ad,484
Cpr49Ae,987
Cpr49Af,409.7677659
Cpr49Ag,451
Cpr49Ah,791
Cpr50Ca,3228
Cpr50Cb,668
Cpr51A,452
Cpr56F,1060
Cpr57A,478.4865667
Cpr5C,406
Cpr60D,310.3765579
Cpr62Ba,646
Cpr62Bb,733.4462398
Cpr62Bc,880.3169859
Cpr64Aa,815
Cpr64Ab,353
Cpr64Ac,691
Cpr64Ad,762
Cpr65Au,279.3158688
Cpr65Av,443
Cpr65Aw,249
Cpr65Ax1,190
Cpr65Ax2,189
Cpr65Ay,242
Cpr65Az,521
Cpr65Ea,341
Cpr65Eb,805
Cpr65Ec,367
Cpr66Cb,802
Cpr66D,905
Cpr67B,811
Cpr67Fa1,355
Cpr67Fa2,366
Cpr67Fb,258
Cpr72Ea,949
Cpr72Eb,610
Cpr72Ec,1248
Cpr73D,2391.612178
Cpr76Ba,582
Cpr76Bb,572
Cpr76Bc,1373.007117
Cpr76Bd,4293.085583
Cpr78Ca,677
Cpr78Cb,1021
Cpr78Cc,323
Cpr78E,264
Cpr92A,921
Cpr92F,1659
Cpr97Ea,1305.177642
Cpr97Eb,855
Cpsf100,2232
Cpsf160,4511.433583
Cpsf73,1991
CPT2,2153
cpx,3659.04992
CR10032,614
CR10102,1149
CR1075,656
CR10991,283.1565757
CR11235,164
CR11386,340
CR12460,563
CR12628,421
CR12798,11.965
CR12842,427
CR13656,1049
CR14033,1342
CR14578,716.8560074
CR15280,1010
CR15345,886
CR15821,822
CR16735,940
CR17024,1089
CR17438,1106
CR18166,1478.364026
CR18217,1901
CR18228,773.4974889
CR18275,2110
CR30029,211
CR30374,401
CR30409,635.3054759
CR31032,571
CR31054,324
CR31292,199.2984282
CR31427,983
CR31562,976
CR31700,455
CR31822,447
CR31824,480
CR31953,516
CR31958,407
CR32009,2761.642489
CR32010,4062.000001
CR32011,4017.455195
CR32496,579
CR32511,164
CR32733,275
CR32745,272
CR32821,155
CR33013,2437
CR33221,1333
CR33222,347.0605785
CR33255,131
CR33283,539
CR33294,1767.009265
CR33315,222
CR33317,152
CR33318,324
CR33319,394
CR33487,170
CR33491,170
CR33496,170
CR33498,170
CR33629,335
CR33701,116
CR33797,501
CR33929,224
CR34262,931
CR34285,1167
CR34311,224
CR34320,183
CR40005,1028
CR40068,215
CR40100,195
CR40182,92.0002
CR40190,1253.682716
CR40282,604
CR40354,1201
CR40441,10.528
CR40450,1493
CR40461,192
CR40601,488
CR40801,392
CR41243,1108
CR41320,525
CR41379,280
CR41423,966
CR41440,332
CR41454,859
CR41501,1313
CR41504,590
CR41506,897
CR41507,842
CR41508,842
CR41509,1012
CR41519,40.2855
CR41571,53.2554
CR41597,892
CR42201,39.4185
CR42490,940.1850083
CR42499,998
CR42530,203
CR42532,310
CR42545,213
CR42546,560
CR42548,39.4185
CR42653,1076.349498
CR42722,650
CR42723,611
CR42785,251
CR42786,311
CR42838,29.9375
CR42842,131
CR43080,302
CR43086,798.4705175
CR43087,725.9377406
CR43096,195
CR43100,439
CR43105,603
CR43142,355
CR43158,294
CR43170,333
CR43176,536
CR43177,25.9389
CR43186,394
CR43211,989
CR43212,989
CR43213,989
CR43214,989
CR43215,989
CR43216,989
CR43217,452
CR43240,4.33389
CR43275,578
CR43276,256
CR43281,1066
CR43310,162
CR43359,471
CR43360,349
CR43361,1043.294554
CR43364,53.2554
CR43377,155
CR43378,28.546
CR43379,153
CR43380,27.2129
CR43381,153
CR43382,26.5685
CR43383,29.2345
CR43384,29.2345
CR43385,212
CR43482,153
CR43483,268
CR43669,646
CR43670,1933
CR43671,1448
CR43687,253
CR43688,77.0053
CR43696,476
CR43697,305
CR43727,932
CR43734,123
CR43972,1442
CR43975,224
CR44003,1510
CR44028,193
CR44079,266
CR44383,222
CR44391,471.7934796
CR44394,372
CR44706,160
CR44839,192
CR44906,1469
CR45033,228
CR45227,1073
CR45315,307
CR45385,400
CR45391,382
CR45458,75.0077
CR45470,124
CR45495,430
CR45496,430
CR45497,430
CR45498,430
CR45499,389
CR45548,122
CR45716,320
CR4575,558
CR45771,593
CR45772,581
CR45773,450
CR45775,460
CR45776,441
CR45777,460
CR45779,460
CR45780,498
CR45931,411
CR45932,877
CR45933,541
CR45934,873
CR45946,327
CR45947,327
CR45948,665
CR46027,391
CR46072,96.0001
CR46150,619
CR46151,75.0077
CR46152,286
CR46154,75.0077
CR46155,75.0077
CR46157,221
CR46158,520
CR46159,325
CR46160,576
CR46161,58.1281
CR46162,54.2236
CR46163,8.26769
CR46164,567
CR46165,522
CR46166,67.0317
CR46167,402
CR46168,211
CR46169,67.0317
CR46170,479
CR46171,211
CR46172,254
CR46173,491
CR46174,67.0317
CR46175,254
CR46176,491
CR46177,67.0317
CR46178,78.0044
CR46179,519
CR46180,561
CR46181,8.64817
CR46182,576
CR46183,328
CR46184,520
CR46185,559
CR46186,215
CR46187,567
CR46188,831
CR46189,255
CR46190,383
CR46232,1091
CR46272,170
CR46273,170
CR46274,170
CR46279,699
CR46300,1361
CR6434,460
CR6900,134
CR7448,1247
CR9337,734
Crag,6536.294909
Cralbp,1405
CRAT,2110.02761
crb,7639.047774
crc,1737.294151
CrebA,4251.870039
CrebB,2750.334233
CREG,757.6813024
Crg-1,1031
CRIF,641
crim,553
Crk,962.4602407
crm,3603.58252
CRMP,2388.430966
crn,2133
croc,2148
crok,834
crol,5515.354922
crp,3847.84671
crq,2187.673993
Crtc,5748.468437
Crtp,2256
cry,1697
Crys,1687
Crz,455
CrzR,3039
CS-2,4307.773298
Csas,559
Csat,1866.138737
Csk,4306.349475
Csl4,741
CSN1a,1102
CSN1b,1603
CSN3,1480
CSN4,1315.695785
CSN5,995.985339
CSN6,1004
CSN7,987
CSN8,442
Csp,1951.029301
CstF-50,1208
CstF-64,1247
csul,1806.259595
csw,4190.047167
ct,10788.97259
cta,2230.410082
CtBP,2784.775549
CTCF,2693
Ctf4,2757
ctp,1345.04911
CTPsyn,2233.912701
Ctr1A,1563.112272
Ctr1B,754
Ctr1C,832
ctrip,9690.798034
CtsB1,1262.754953
cu,1618.241317
Cubn,11150
cue,2602
cuff,1096
Cul1,3151.156194
Cul2,2759.086346
Cul3,3507.368479
Cul4,3178.276387
Cul5,3126
cup,3829.385353
cutlet,3037
cv,1313.414848
cv-2,4130
cv-c,6133.025875
cv-d,4545
Cwc25,1531
cwo,4661.376681
cyc,1426
CycA,2429.027967
CycB,2430.650874
CycB3,2517.57956
CycC,943
CycD,2001.755957
CycE,3405.235508
CycG,3820.015014
CycH,866
CycJ,1275.725416
CycK,1700.285506
CycT,5288.171787
CycY,2312.082027
CYLD,1867.763224
Cyp1,1028
Cyp12a4,1498
Cyp12a5,1621
Cyp12b2,1583
Cyp12c1,1463.402243
Cyp12d1-d,1613
Cyp12d1-p,1545.878914
Cyp12e1,1422
Cyp18a1,2708.880098
Cyp28a5,1567
Cyp28c1,1381.023944
Cyp28d1,1418
Cyp28d2,1474
Cyp301a1,1741
Cyp303a1,2515.743361
Cyp304a1,1517
Cyp305a1,1602
Cyp308a1,1397
Cyp309a1,1423.648185
Cyp309a2,1645
Cyp310a1,1459
Cyp311a1,1324
Cyp312a1,1859.132188
Cyp313a1,1424
Cyp313a2,1378
Cyp313a3,1578
Cyp313a4,1452
Cyp313a5,1362
Cyp313b1,1881.621707
Cyp316a1,1256
Cyp317a1,3574.724511
Cyp318a1,1686
cyp33,787
Cyp49a1,1944.628068
Cyp4aa1,1909
Cyp4ac1,1467
Cyp4ac2,1510
Cyp4ac3,1407
Cyp4ad1,1291.012474
Cyp4ae1,1623
Cyp4c3,1707
Cyp4d1,1450.942535
Cyp4d14,1488.628966
Cyp4d2,1533.205301
Cyp4d20,1618
Cyp4d21,1622
Cyp4d8,1374
Cyp4e1,1573
Cyp4e2,1611.670491
Cyp4e3,1606
